0 0
0.03003003 0.059906998
0.06006006 0.11814831
0.09009009 0.17473977
0.12012012 0.22969747
0.15015015 0.28303773
0.18018018 0.33477716
0.21021021 0.38493262
0.24024024 0.43352126
0.27027027 0.48056049
0.3003003 0.52606802
0.33033033 0.57006184
0.36036036 0.61256023
0.39039039 0.65358176
0.42042042 0.69314527
0.45045045 0.73126989
0.48048048 0.76797503
0.51051051 0.80328037
0.54054054 0.83720588
0.57057057 0.86977177
0.6006006 0.90099852
0.63063063 0.93090686
0.66066066 0.95951774
0.69069069 0.98685238
0.72072072 1.0129322
0.75075075 1.0377788
0.78078078 1.0614142
0.81081081 1.0838602
0.84084084 1.1051391
0.87087087 1.1252733
0.9009009 1.1442854
0.93093093 1.162198
0.96096096 1.1790339
0.99099099 1.1948162
1.021021 1.2095678
1.0510511 1.2233118
1.0810811 1.2360716
1.1111111 1.2478704
1.1411411 1.2587314
1.1711712 1.2686782
1.2012012 1.277734
1.2312312 1.2859223
1.2612613 1.2932665
1.2912913 1.2997899
1.3213213 1.3055159
1.3513514 1.3104679
1.3813814 1.314669
1.4114114 1.3181424
1.4414414 1.3209113
1.4714715 1.3229985
1.5015015 1.3244269
1.5315315 1.3252193
1.5615616 1.3253984
1.5915916 1.3249864
1.6216216 1.3240057
1.6516517 1.3224785
1.6816817 1.3204266
1.7117117 1.3178718
1.7417417 1.3148355
1.7717718 1.311339
1.8018018 1.3074035
1.8318318 1.3030496
1.8618619 1.298298
1.8918919 1.293169
1.9219219 1.2876825
1.951952 1.2818583
1.981982 1.2757158
2.012012 1.2692743
2.042042 1.2625525
2.0720721 1.255569
2.1021021 1.2483419
2.1321321 1.2408892
2.1621622 1.2332284
2.1921922 1.2253767
2.2222222 1.217351
2.2522523 1.2091678
2.2822823 1.2008432
2.3123123 1.192393
2.3423423 1.1838327
2.3723724 1.1751773
2.4024024 1.1664415
2.4324324 1.1576397
2.4624625 1.1487856
2.4924925 1.139893
2.5225225 1.130975
2.5525526 1.1220443
2.5825826 1.1131134
2.6126126 1.1041942
2.6426426 1.0952985
2.6726727 1.0864375
2.7027027 1.0776219
2.7327327 1.0688624
2.7627628 1.0601689
2.7927928 1.0515512
2.8228228 1.0430186
2.8528529 1.0345801
2.8828829 1.0262441
